player,date,match_day,session_name,session_duration,distance_m,dist_over_time,HSR_abs_dist,HSR_rel_dist,hsr_rel_efforts,HSR_over_time,sprint_dist,sprint_count_85pct,sprint_count_95pct,max_speed,pct_max_velocity,profile_max_vel,player_load,pl_per_min,hmld_m,acc,decc,acc_plus_decc,acc_gt2,acc_gt3,decc_gt2,decc_gt3,hia,max_acc,max_dec,hr_exertion,energy,red_zone,RPE,TL
Isaías Violante,2026-06-08,NA,Activity 20260608141749,7.25,0,0,0,0,0,0,0,0,0,0,0,34.992,1.12898,0.15572137931034485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3.38694
Víctor Dávila,2026-06-08,NA,Activity 20260608141749,7.716666666666667,0,0,0,0,0,0,0,0,0,0,0,33.984,1.34686,0.1745390928725702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4.04058
Alan Cervantes,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,156.4,9105.519999999999,58.21943734015344,583.2199999999999,0,0,3.7290281329923265,0,6,0,27.06986,83.6418860462242,32.364,897.1746600000001,5.736410869565218,1286.38998,20,11,31,85,20,49,11,31,3.6984,-3.29362,0,707.6244,0,3,2691.5239800000004
Alexis Gutiérrez,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,155.5,9172.19,58.985144694533766,670.1,3.13,0,4.309324758842444,0,6,0,29.31054,90.46462962962963,32.4,982.6088300000001,6.319027845659165,1594.0400300000001,28,23,51,122,28,75,23,14,3.83294,-3.0132,0,802.6025,0,3,2947.8264900000004
Cristian Borja,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,156.4,7216.65,46.142263427109974,121.83999999999999,0,0,0.7790281329923273,0,1,0,26.30649,77.40845692090396,33.984,827.4024400000001,5.290296930946292,484.65999999999997,8,3,11,50,8,25,3,38,3.71941,-2.63602,0,670.58,0,3,2482.2073200000004
Dagoberto Espinoza,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,133.75,8908.609999999999,66.60642990654205,501.65000000000003,0,0,3.7506542056074768,0,6,0,29.64062,83.33507647323437,35.568,780.37705,5.83459476635514,1087.24999,24,21,45,111,24,66,21,47,4.26172,-2.41385,0,841.2912,0,3,2341.13115
Emilio Lara,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,156.4,8508.34,54.40115089514067,599.03999999999985,0,0,3.8301790281329913,0,7,0,27.98636,77.7398888888889,36,839.76919,5.3693682225063935,1217.35001,24,14,38,86,24,67,14,19,4.56695,-4.17303,0,686.5138,0,3,2519.30757
Erick Sánchez,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,143.81666666666666,7961.62,55.35950863367714,579.37,0,0,4.028531695445591,0,8,0,27.61945,86.29999375078116,32.004,825.93485,5.742970332599374,1216.5200100000002,20,28,48,92,20,75,28,23,4.11841,-3.15813,0,543.8208,0,3,2477.80455
Franco Rossano,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,142.3,8256.34,58.02066057624736,499.06,0,0,3.5070976809557273,0,4,0,27.38958,80.93847517730495,33.84,871.53513,6.124631974701335,1096.84001,24,18,42,93,24,61,18,15,3.75515,0,0,651.1358,0,3,2614.6053899999997
Henry Martín,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,156.16666666666666,8801.42,56.359146211312705,489.24,0,0,3.1328068303094985,0,6,0,26.58891,78.90820868945869,33.696,878.1268299999999,5.623010651013874,1182.1000099999999,21,15,36,116,21,72,15,41,3.98557,-3.27021,0,800.1704,0,3,2634.3804899999996
José Raúl Zúñiga,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,152.15,8329.76,54.74702596122248,478.69,0,0,3.146171541242195,0,6,0,27.94756,80.03310423825887,34.92,840.1708699999999,5.5219906013802165,1067.81003,20,6,26,101,20,57,6,39,3.93634,-2.66445,0,749.5768,0,3,2520.5126099999998
Kevin Álvarez,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,156.4,9019.05,57.66656010230179,859.73,0,0,5.496994884910486,0,6,0,29.63436,84.68895747599451,34.992,806.1032700000001,5.154112979539642,1710.35003,38,37,75,132,38,96,37,34,4.2547,-2.95909,0,752.1647699999999,0,3,2418.30981
Miguel Ram’rez,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,113.01666666666667,6023.9,53.30098805485916,683.1,0,0,6.044241262350686,0,8,0,29.45503,95.1389857881137,30.96,584.38164,5.170756289632797,1174.53003,24,25,49,82,24,67,25,33,3.89487,0,0,488.1247,0,3,1753.1449199999997
Miguel Vázquez,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,152.15,9137.080000000002,60.053105488005265,548.19,0,0,3.6029576076240555,0,6,0,28.50436,83.87582391713747,33.984,886.33213,5.8253837002957605,1065.66002,12,17,29,73,12,53,17,60,3.73674,-2.45462,0,804.2152,0,3,2658.9963900000002
Pato Salas,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,155.5,8911.279999999999,57.30726688102893,547.17,0,0,3.5187781350482314,0,6,0,27.43056,78.39094650205763,34.992,788.2825,5.069340836012862,1372.49997,23,15,38,108,23,74,15,31,3.92677,-3.47112,0,871.2367999999999,0,3,2364.8475
Ramón Juárez,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,144.48333333333332,8041.319999999999,55.655692698119736,476.97,0,0,3.301211212365902,0,7,0,27.49329,83.28271537622682,33.012,767.3562,5.3110361056638595,1012.57003,16,8,24,89,16,49,8,36,3.73449,-2.59519,0,671.45775,0,3,2302.0685999999996
Raphael Veiga,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,155.5,8349.109999999999,53.69202572347266,706.51,0,0,4.543472668810289,0,7,0,28.38973,88.70681789776279,32.004,835.48233,5.372876720257235,1376.72006,18,16,34,109,18,69,16,19,3.74487,-2.94544,0,660.0475,0,3,2506.4469900000004
Rodrigo Dourado,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,127.55,8228.87,64.51485691885536,493.90999999999997,0,0,3.872285378283026,0,3,0,27.24024,87.88308168795974,30.996,729.38916,5.718456762054096,1132.11001,32,23,55,93,32,74,23,22,3.82493,-4.30031,0,750.2224000000001,0,3,2188.16748
Santiago Naveda Lara,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,137.95,9171.46,66.48394345777456,533.1199999999999,0,0,3.864588619064878,0,6,0,27.13699,84.22405338299194,32.22,856.45639,6.208455164914825,1270.9199899999999,22,15,37,97,22,59,15,33,3.76256,-2.96225,0,785.80656,0,3,2569.36917
Thiago Espinosa,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,143.81666666666666,8190.190000000001,56.94882373392051,470.12,0,0,3.268883995828022,0,4,0,28.61289,79.48025,36,866.48783,6.024947247653262,897.59001,26,17,43,76,26,60,17,28,4.10785,-3.57692,0,644.9037,0,3,2599.46349
Vinícius Lima,2026-06-09,Other,Activity 20260609154245 | Sesion 1 AM,152.15,8046.96,52.88833388103845,462.19,0,0,3.037725928360171,0,6,0,28.33711,88.54240094988127,32.004,773.06439,5.080935852776864,903.19004,24,4,28,77,24,32,4,22,3.92862,-2.28687,0,664.329,0,3,2319.19317
Alan Cervantes,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,114.47133333333333,8536.46,74.57290617155968,176.52,0,0,1.5420454611634937,0,1,0,25.26731,78.072271659869,32.364,839.86745,7.336923800427472,1266.37002,28,23,51,164,28,127,23,35,3.79776,-3.28657,0,722.2914999999999,0,3,2519.60235
Alexis Gutiérrez,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,9177.489999999998,73.44244234898702,108.39,0,0,0.8673859983728344,0,0,0,23.92186,73.8329012345679,32.4,1027.89308,8.225667177934568,1271.2299799999998,30,33,63,159,30,116,33,24,4.11759,-2.2387,0,777.3941,0,3,3083.6792400000004
Cristian Borja,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,7785.01,62.29918508342559,84.64,0,0,0.6773277138322419,0,1,0,28.34379,83.40333686440677,33.984,965.66881,7.727720314229698,1013.94,28,20,48,147,28,124,20,19,4.15115,-2.96038,0,746.336,0,3,2897.00643
Dagoberto Espinoza,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,9101.87,72.83729677100979,239.78,0,0,1.9188284407218215,0,4,0,28.89243,81.23152834008098,35.568,868.23688,6.948025767902157,1236.79999,51,28,79,169,51,127,28,35,4.89826,-2.02574,0,886.924,0,3,2604.7106400000002
Emilio Lara,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,9359.539999999999,74.8992891153287,180.97,0,0,1.448204115928885,0,1,0,25.65213,71.25591666666666,36,890.93163,7.1296394627685835,1280.55999,58,42,100,172,58,152,42,47,4.32809,-3.38867,0,801.2445,0,3,2672.79489
Erick Sánchez,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,8170.429999999999,65.38349093722074,232.26,0,0,1.8586499859957053,0,0,0,24.92221,77.87217222847144,32.004,899.0671,7.19474318791096,1290.54999,37,40,77,153,37,133,40,505,4.31832,-2.56846,0,599.94,0,3,2697.2012999999997
Franco Rossano,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,9139.720000000001,73.14018965816184,360.47,0,0,2.884644624351468,0,9,0,29.22495,86.3621453900709,33.84,945.4113,7.5656105205596385,1575.19001,35,43,78,191,35,145,43,49,4.18184,-2.53052,0,784.6125,0,3,2836.2339
Henry Martín,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,8539.17,68.33431585686277,186.95999999999998,0,0,1.4961388159035436,0,0,0,24.15232,71.67711301044635,33.696,878.15802,7.027419235232138,1478.17999,47,35,82,203,47,162,35,44,4.36724,-2.41363,0,849.1232,0,3,2634.47406
José Raúl Zúñiga,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,8552.42,68.44034837350121,129.45999999999998,0,0,1.035997705963162,0,0,0,25.39622,72.72686139747995,34.92,850.99689,6.8100635394854425,1069.88,26,17,43,154,26,105,17,15,4.24419,-2.53165,0,813.1248,0,3,2552.99067
Kevin Álvarez,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,9365.23,74.94482307907758,337.5,0,0,2.700828253997893,4.8500000000000005,3,1,30.14544,86.14951989026063,34.992,886.41097,7.093463088680529,1637.62003,52,43,95,205,52,170,43,51,4.68897,-2.72826,0,827.1059799999999,0,3,2659.23291
Miguel Ramirez,2026-06-10,Other,Activity 20260610152018,79.51166666666667,6839.03,86.01291215125663,34.65,0,0,0.4357851049112289,0,0,0,24.5752,79.37726098191213,30.96,785.99684,9.885302031148468,857.3499899999999,16,25,41,119,16,108,25,24,4.53741,-2.49288,0,572.3522,0,3,2357.9905200000003
Miguel Ram’rez,2026-06-10,Other,sesion 1 AM,45.45,1848.69,40.67524752475247,109.92,0,0,2.4184818481848183,0,1,0,25.36201,81.9186369509044,30.96,201.07383,4.424066666666666,320.37,15,17,32,49,15,42,17,13,4.53591,-3.69024,0,166.8688,0,3,603.2214899999999
Miguel Vázquez,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,7792.91,62.362404470704355,78.61999999999999,0,0,0.6291529402350053,0,0,0,23.5494,69.29555084745762,33.984,855.28798,6.844402790188991,898.64999,21,22,43,142,21,123,22,32,4.42159,-3.02559,0,747.8632,0,3,2565.8639399999997
Pato Salas,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,8757.949999999999,70.08509276178027,203.09,0,0,1.6252184003094283,0,1,0,25.71661,73.49282693187014,34.992,835.45093,6.685657708363898,1363.47998,38,40,78,177,38,166,40,37,4.5136,-2.47626,0,860.0384,0,3,2506.35279
Ramón Juárez,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,8468.070000000002,67.7653413713539,149.43,0,0,1.1958067140589783,0,2,0,26.03349,78.86068702290076,33.012,860.92035,6.889475572508903,1120.23001,35,31,66,144,35,102,31,51,4.07856,-2.47953,0,762.765,0,3,2582.76105
Raphael Veiga,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,8234.93,65.89964922576257,42.54,0,0,0.3404243968150233,0,0,0,22.37389,69.90966754155731,32.004,847.9913799999999,6.786012083705669,1039.69,31,28,59,152,31,104,28,23,4.30891,-2.20993,0,690.5906,0,3,2543.97414
Rodrigo Dourado,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,8914.15,71.33507609000094,157.73000000000002,0,0,1.2622270829721116,0,0,0,25.09088,80.94876758291393,30.996,840.76718,6.72820075489817,1257.95,33,41,74,143,33,147,41,42,4.01336,-3.71353,0,871.284,0,3,2522.3015400000004
Santiago Naveda Lara,2026-06-10,Other,sesion 1 AM,45.45,0,0,0,0,0,0,0,0,0,0,0,32.22,3.75311,0.08257667766776677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.25933
Thiago Espinosa,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,8274.1,66.21310535230805,297.82000000000005,0,0,2.3832908758686004,5.68,9,1,30.10244,83.61788888888888,36,871.37722,6.973156194566334,1181.6699899999999,30,41,71,154,30,133,41,39,4.61594,-2.75814,0,708.6086,0,3,2614.13166
Vinícius Lima,2026-06-10,Other,Activity 20260610152018 | sesion 1 AM,124.96166666666666,8012.330000000001,64.11830294623685,46.949999999999996,0,0,0.37571521933392904,0,0,0,23.29428,72.78552680914886,32.004,873.00442,6.986177787854943,825.3799899999999,27,16,43,107,27,74,16,27,4.27232,-2.02639,0,708.2355,0,3,2619.0132599999997
Alan Cervantes,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,7142.57,93.52463631483153,160.45999999999998,0,0,2.1010593026148663,0,2,0,28.92685,89.37971202570759,32.364,686.52976,8.989403831297219,985.6899999999999,16,18,34,85,16,81,18,16,3.90596,-2.00757,0,586.9584,0,3,2059.58928
Alexis Gutiérrez,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,7297.37,95.5515837163321,52.839999999999996,0,0,0.6918856634062667,0,1,0,26.37458,81.40302469135803,32.4,806.5636999999999,10.561125296251193,911.09,9,12,21,72,9,60,12,14,4.05578,-2.35715,0,594.5317,0,3,2419.6911
Cristian Borja,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,6070.52,79.48723992091239,134.9,0,0,1.7663772898089587,0,0,0,24.94135,73.39144891713747,33.984,752.30003,9.850598132799098,675.83001,14,12,26,59,14,48,12,9,3.88542,-1.81036,0,561.2064,0,3,2256.90009
Dagoberto Espinoza,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,7078.5599999999995,92.68649094551596,91.74000000000001,0,0,1.2012413088737872,0,1,0,25.3734,71.33771929824562,35.568,673.32586,8.81651228869597,830.05001,28,18,46,97,28,54,18,19,4.3731,-1.86657,0,664.0912,0,3,2019.9775800000002
Emilio Lara,2026-06-11,Other,11 jun Sesión 5,76.37083333333334,6958.84,91.11907905504937,186.39,0,0,2.440591412515685,0,2,0,27.39163,76.08786111111111,36,655.74459,8.586322308909379,1004.99999,32,19,51,99,32,68,19,24,4.44718,-1.79632,0,577.1486,0,3,1967.23377
Erick Sánchez,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,6202.6500000000005,81.21734689869191,135.2,0,0,1.7703054824475255,0,1,0,25.74712,80.44969378827646,32.004,679.72031,8.900241060088252,829.1999900000001,17,21,38,69,17,69,21,17,3.96196,-1.53903,0,436.74240000000003,0,3,2039.16093
Franco Rossano,2026-06-11,Other,11 jun Sesión 5,76.37083333333334,6636.86,86.90307163511375,201.92,0,0,2.6439412952152326,0,2,0,28.52861,84.30440307328605,33.84,764.81894,10.014542288177205,940.66,11,20,31,75,11,70,20,29,3.70746,-2.03057,0,553.329,0,3,2294.45682
Henry Martín,2026-06-11,Other,11 jun Sesión 5,69.78766666666667,6141.4,88.00122275664754,28.76,0,0,0.41210720136795903,0,0,0,22.2488,66.02801519468187,33.696,616.05115,8.82750748699627,716.32,11,8,19,71,11,67,8,23,3.61729,-1.98646,0,571.6648,0,3,1848.15345
José Raúl Zúñiga,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,7051.3,92.32954917442484,148.48,0,0,1.9441934765814246,0,2,0,26.91062,77.06363115693013,34.92,675.58487,8.846091710204135,952.77999,16,11,27,86,16,60,11,12,4.16834,-2.77911,0,656.3336,0,3,2026.75461
Kevin Álvarez,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,7341.33,96.12719487763678,245.21,0,0,3.2107737230100426,0,2,0,25.92794,74.0967649748514,34.992,694.12165,9.088811852666588,1272.0700200000001,20,32,52,116,20,115,32,26,4.50699,-2.26167,0,630.75193,0,3,2082.36495
Miguel Vázquez,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,6693.13,87.6396799832397,16.96,0,0,0.22207382383365412,0,0,0,23.80861,70.05829213747646,33.984,730.3512999999999,9.563202000759448,591.73,3,19,22,48,3,57,19,21,3.25416,-1.88309,0,616.09759999999994,0,3,2191.0539
Pato Salas,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,7114.3,93.15446962852391,96.92,0,0,1.2690681017663772,0,1,0,27.61162,78.90837905807042,34.992,656.63883,8.598012727344148,870.54999,10,20,30,78,10,87,20,13,3.52528,-2.03877,0,666.4224,0,3,1969.91649
Ramón Juárez,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,6868.22,89.93230414686202,68.16,0,0,0.8924853674824211,0,0,0,24.10997,73.03395734884285,33.012,685.17583,8.971675505100103,843.7799699999999,17,11,28,89,17,58,11,28,4.03691,-2.16831,0,598.7624999999999,0,3,2055.52749
Raphael Veiga,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,6519.820000000001,85.37036309593955,17.669999999999998,0,0,0.23137054641159596,0,0,0,23.40089,73.11864141982252,32.004,683.72108,8.952627044296918,657.50999,9,8,17,72,9,57,8,23,4.04408,-2.08237,0,529.4513,0,3,2051.16324
Rodrigo Dourado,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,6802.679999999999,89.07412499508975,156.75,0,0,2.052480653651255,0,1,0,25.83796,83.35901406633114,30.996,617.10482,8.080355370494035,862.51,10,20,30,74,10,77,20,20,4.08193,-1.71068,0,636.0623999999999,0,3,1851.31446
Thiago Espinosa,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,6231.47,81.59471527150357,149.57000000000002,0,0,1.958465909834885,0,1,0,26.48903,73.58063888888888,36,618.20298,8.094734650587265,742.0999899999999,12,16,28,67,12,70,16,17,4.19393,-2.20505,0,509.4404,0,3,1854.60894
Vinícius Lima,2026-06-11,Other,11 jun Sesión 5,76.37100000000001,6005.89,78.64097628681043,60.78,0,0,0.7958518285736732,0,0,0,24.16956,75.52043494563179,32.004,613.87068,8.038007620693717,489.71001,10,5,15,52,10,36,5,11,3.74326,-1.36132,0,510.57525,0,3,1841.61204
Alan Cervantes,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2597.4300000000003,51.93128957014329,20.41,0,0,0.4080639786737754,0,0,0,21.83483,67.46641329872699,32.364,268.97507,5.377708830389871,549.65997,16,33,49,82,16,64,33,12,3.83667,-4.53134,0,228.06980000000001,0,3,806.9252100000001
Alexis Gutiérrez,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2381.3900000000003,47.61192935688105,26.3,0,0,0.5258247250916361,0,0,0,24.21177,74.7276851851852,32.4,293.52216,5.868487037654115,544.71002,42,30,72,86,42,71,30,27,3.9078,-4.92209,0,221.30360000000002,0,3,880.56648
Cristian Borja,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2648.99,52.96214595134955,24.89,0,0,0.4976341219593469,0,0,0,23.28466,68.51653719397362,33.984,337.42792,6.746309630123291,526.19,15,24,39,75,15,67,24,5,3.90712,-4.29539,0,264.664,0,3,1012.2837599999999
Dagoberto Espinoza,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2584.7000000000003,51.6767744085305,45.37,0,0,0.9070976341219593,0,0,0,23.07796,64.88405308142151,35.568,240.67892,4.81197440853049,573.03003,45,36,81,88,45,71,36,7,4.63054,-5,0,273.3528,0,3,722.03676
Emilio Lara,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2356.7,47.118293902032654,22.9,0,0,0.4578473842052649,0,0,0,23.23709,64.54747222222221,36,247.35385,4.945428523825392,500.10999,36,28,64,81,36,63,28,10,4.19542,-4.8073,0,213.29139999999998,0,3,742.06155
Erick Sánchez,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2598.49,51.952482505831384,20.09,0,0,0.4016661112962346,0,0,0,21.96334,68.62685914260717,32.004,311.29648,6.223854981672775,584.40997,33,35,68,94,33,83,35,13,3.89199,-4.41352,0,203.985,0,3,933.8894399999999
Henry Martín,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2576.55,51.51382872375875,24.44,0,0,0.48863712095968015,0,0,0,22.85805,67.8360933048433,33.696,288.88791,5.775832922359213,555.81,31,26,57,94,31,84,26,16,4.50273,-4.16943,0,268.1952,0,3,866.66373
Isaías Violante,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2691.7599999999998,53.81726091302899,17.22,0,0,0.3442852382539153,0,0,0,24.01768,68.63763145861913,34.992,278.95029,5.577146751082973,495.07001,18,22,40,76,18,59,22,11,3.77642,-4.42624,0,231.7572,0,3,836.85087
José Raúl Zúñiga,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2548.45,50.95201599466844,10.18,0,0,0.20353215594801732,0,0,0,22.25989,63.745389461626566,34.92,279.39459,5.5860297900699765,589.38,40,13,53,92,40,74,13,11,3.69417,-4.04934,0,263.7984,0,3,838.18377
Kevin Álvarez,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2653.5899999999997,53.05411529490169,37.96,0,0,0.7589470176607798,0,0,0,23.6009,67.44655921353453,34.992,262.57465,5.249743085638121,625.51001,50,47,97,98,50,92,47,14,4.24614,-4.70256,0,255.35718,0,3,787.7239500000001
Miguel Vázquez,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2322.87,46.44191936021326,29.34,0,0,0.5866044651782739,0,0,0,22.78159,67.03622292843691,33.984,266.82816,5.334784938353883,497.85999,30,28,58,71,30,63,28,11,4.01982,-4.93271,0,239.53040000000001,0,3,800.4844800000001
Pato Salas,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2470.0099999999998,49.383738753748744,54.019999999999996,0,0,1.0800399866711097,0,0,0,22.7859,65.11745541838135,34.992,256.85504,5.135389003665445,593.52002,40,31,71,94,40,79,31,20,3.95711,-4.19116,0,263.2296,0,3,770.56512
Ramón Juárez,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2417.8199999999997,48.34028657114295,22.950000000000003,0,0,0.4588470509830057,0,0,0,23.75099,71.94653459348116,33.012,267.38385,5.345895034988337,540.65997,16,22,38,75,16,70,22,16,4.08861,-4.60411,0,229.6185,0,3,802.15155
Raphael Veiga,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2488.74,49.75821392869043,18.77,0,0,0.3752749083638787,0,0,0,23.46372,73.31496062992126,32.004,265.68646,5.31195854715095,536.51001,29,19,48,76,29,74,19,8,3.78091,-4.31078,0,221.2658,0,3,797.05938
Rodrigo Dourado,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2869.05,57.36187937354216,27.720000000000002,0,0,0.5542152615794735,0,0,0,22.35251,72.11417602271261,30.996,262.79233,5.254095234921692,556.45001,21,25,46,86,21,71,25,8,3.76596,-4.33277,0,290.0928,0,3,788.37699
Thiago Espinosa,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2163.58,43.25718093968677,3.2399999999999998,0,0,0.06477840719760079,0,0,0,21.2194,58.94277777777778,36,250.12975,5.000928023992003,424.20999,28,27,55,70,28,65,27,32,4.64554,-4.98862,0,195.90619999999998,0,3,750.38925
Vinícius Lima,2026-06-12,NA,Activity 20260612080613,50.016666666666666,2366.59,47.31602799066978,2.0500000000000003,0,0,0.04098633788737088,0,0,0,21.49265,67.1561367329084,32.004,267.37656,5.345749283572142,405.12,21,12,33,67,21,54,12,13,4.09164,-4.09404,0,219.30675,0,3,802.12968
Alan Cervantes,2026-06-13,MD,13 Jun 08:19 AM,68.36116666666666,8060.180000000001,117.90582860152087,175.23,0,0,2.5632973886246333,0,2,0,25.75531,79.58011988629342,32.364,758.40631,11.094110106371307,1228.2999599999998,5,9,14,77,5,52,9,17,3.65201,-2.5735,0,650.2601,0,3,2275.21893
Alexis Gutiérrez,2026-06-13,MD,13 Jun 08:19 AM,68.7235,8348.48,121.47926109700465,158.27,0,0,2.3029967914905383,0,1,0,26.95252,83.18679012345679,32.4,880.29619,12.80924560012223,1247.3999900000001,8,13,21,95,8,81,13,19,3.85667,-3.27967,0,686.7819,0,3,2640.88857
Cristian Borja,2026-06-13,MD,13 Jun 08:19 AM,71.20933333333333,6149.549999999999,86.3587638324564,422.02,0,0,5.926470312880334,12.370000000000001,9,1,30.55995,89.92452330508475,33.984,685.7267099999999,9.629730793716178,971.3900100000001,14,24,38,59,14,62,24,21,4.37617,-3.3584,0,578.8528,0,3,2057.1801299999997
Dago Espinoza,2026-06-13,MD,13 Jun 08:19 AM,68.7235,7153.639999999999,104.093068600988,410.33,0,0,5.970737811665587,4.98,9,1,30.13448,84.72357174988755,35.568,610.1949999999999,8.878986081907934,1078,26,18,44,74,26,60,18,13,5.16201,-4.1537,0,673.5799999999999,0,3,1830.5849999999998
Erick Sánchez,2026-06-13,MD,13 Jun 08:19 AM,71.20933333333333,7052.870000000001,99.04417960192485,300.83000000000004,2.34,0,4.224586664669426,0,5,0,28.8249,90.06655418072741,32.004,685.03197,9.61997448836295,948.4,6,15,21,52,6,63,15,13,4.16026,-2.57835,0,491.83500000000004,0,3,2055.09591
Henry Martín,2026-06-13,MD,13 Jun 08:19 AM,71.20933333333333,7086.92,99.5223472578501,246.92999999999998,0,0,3.467663414908158,0,4,0,29.00702,86.08446106362774,33.696,670.82248,9.42042915722658,1201.65997,18,25,43,91,18,91,25,14,3.88783,-3.43756,0,678.7504,0,3,2012.4674400000001
Isaías Violante,2026-06-13,MD,13 Jun 08:19 AM,71.20933333333333,6977.08,97.97985282828094,475.5,14.82,1,6.677495459396709,20.45,11,1,32.6801,93.3930612711477,34.992,566.30236,7.952642350253712,931.2800100000001,15,15,30,56,15,51,15,6,4.52243,-3.43656,0,558.3818100000001,0,3,1698.90708
José Raúl Zúñiga,2026-06-13,MD,13 Jun 08:19 AM,68.36116666666666,6362.63,93.07374800995693,345.63,20.169999999999998,1,5.055940629060847,47.46,11,3,32.34966,92.63934707903779,34.92,524.4338,7.671516236069699,982.33999,14,16,30,63,14,56,16,9,4.58607,-2.9675,0,599.2152,0,3,1573.3014
Kevin Álvarez,2026-06-13,MD,13 Jun 08:19 AM,68.36116666666666,6743.34,98.64284547513574,238.59,0,0,3.49013938225162,0,3,0,27.36827,78.21293438500228,34.992,566.23336,8.282968059351434,1069.84999,30,32,62,92,30,89,32,22,3.98798,-2.98363,0,577.1178199999999,0,3,1698.7000799999998
Miguel Vázquez,2026-06-13,MD,13 Jun 08:19 AM,68.36116666666666,6656.709999999999,97.37560554603368,144.12,0,0,2.1082144589886562,0,2,0,25.96543,76.40486699623352,33.984,635.18821,9.291652570782146,863.73,8,23,31,68,8,75,23,19,3.35265,-3.02654,0,621.0584,0,3,1905.56463
Néstor Alejandro Araujo Razo,2026-06-13,MD,13 Jun 08:19 AM,54.473499999999994,5922.44,108.72148843015411,453.3299999999999,636.5,102,8.322028142124152,19.130000000000003,11,1,30.93369,154.54481414868107,20.016,500.60221,9.189830100874739,1146.59998,23,24,47,74,23,70,24,22,3.99279,-4.80448,0,661.54532,0,3,1501.80663
